0.1 0.9979
0.15 0.9984
0.16 0.997
0.09 0.996444444444444
0.14 0.997142857142857
0.17 0.996705882352941
0.14 0.9975
0.12 0.996416666666667
0.15 0.995266666666667
0.14 0.994428571428571
0.23 0.993
0.15 0.991666666666667
0.15 0.991066666666667
0.14 0.988714285714286
0.15 0.985933333333333
0.22 0.945045454545455
0.18 0.981944444444445
0.15 0.977933333333333
0.14 0.976571428571429
0.15 0.9106
0.12 0.888
0.1 0.8767
0.1 0.6809
0.04 0.2875
0.07 0.458
0.01 0.091
0.01 0.067
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
